prey,predator,prey_payoff,predator_payoff
D,D,0.8804397536,1.0406374071
D,P2,0.9117717798,1.0284884649
D,P1,0.8591560630,1.0541139584
D,N,0.8916122433,1.0405541156
D,M1,0.8763607843,1.0446020338
D,M2,0.8994775547,1.0350445673
N,N,0.8915639628,1.0233448102
N,D,0.6566746693,1.1474006880
N,P1,0.8164011687,1.0620650432
N,P2,0.8727609151,1.0331229310
N,M1,0.8588158733,1.0406773230
N,M2,0.8309767853,1.0540451635
P1,P1,0.8810550753,1.0375945036
P1,D,0.8734438610,1.0403106107
P1,N,0.9105226029,1.0258820452
P1,P2,0.9080910874,1.0261685840
P1,M1,0.8703105269,1.0447881352
P1,M2,0.8921839331,1.0339903307
P2,D,0.7993759406,1.0748541203
P2,N,0.9002680604,1.0237998344
P2,P2,0.8897139163,1.0274060031
P2,M1,0.8647129279,1.0405065076
P2,P1,0.8116755203,1.0691918788
P2,M2,0.8788555106,1.0321985008
M1,D,0.8676824779,1.0406410349
M1,N,0.9064403973,1.0234685716
M1,P1,0.8765412340,1.0362472407
M1,P2,0.8985860312,1.0277511893
M1,M1,0.8857364367,1.0323554959
M2,D,0.8043677539,1.0746875083
M1,M2,0.8538542984,1.0516650093
M2,N,0.9046974965,1.0260380903
M2,P1,0.8628252786,1.0441003040
M2,P2,0.8764565679,1.0386279259
M2,M2,0.8847186819,1.0328201766
M2,M1,0.6522241403,1.1618080524
