Prey / Predator,D,N,P1,P2,M1,M2
D,1.0991349331,0.9907657998,1.0839760321,1.0948133765,1.0769082227,1.1025937221
N,1.1094692931,0.9991879743,1.0928788044,1.0709625086,1.0784154049,1.0856061382
P1,1.1413135339,0.9934710717,1.0960895772,1.0997633340,1.0852647818,1.1164042332
P2,1.0914726761,0.9886400768,1.0711675914,1.0812594430,1.0651914893,1.0916569894
M1,1.1412801201,0.9886399561,1.0989667294,1.1092555002,1.0887385279,1.1255954812
M2,1.0915087971,0.9934708894,1.0722737087,1.0776309318,1.0660486865,1.0886434788
