prey,predator,prey_payoff,predator_payoff
P1,P1,0.7649479616,1.0960895772
D,D,0.7654387900,1.0991349331
N,N,0.9421048975,0.9991879743
N,M1,0.7834294129,1.0784154049
D,M2,0.7643286189,1.1025937221
D,P1,0.7980605113,1.0839760321
D,M1,0.8114390625,1.0769082227
D,P2,0.7793287772,1.0948133765
N,M2,0.7642404374,1.0856061382
P1,N,0.9749378046,0.9934710717
N,P2,0.7977322558,1.0709625086
P1,D,0.6697346175,1.1413135339
N,P1,0.7502500834,1.0928788044
D,N,0.9887362973,0.9907657998
N,D,0.7105706388,1.1094692931
P1,P2,0.7598681923,1.0997633340
P1,M1,0.7886660251,1.0852647818
P2,D,0.7592573125,1.0914726761
P1,M2,0.7232279542,1.1164042332
P2,P2,0.7840934825,1.0812594430
M1,M1,0.7745268559,1.0887385279
P2,N,0.9703086821,0.9886400768
M1,D,0.6659216717,1.1412801201
P2,M2,0.7612565453,1.0916569894
M1,N,0.9763075437,0.9886399561
P2,M1,0.8149502602,1.0651914893
M1,P1,0.7519536245,1.0989667294
M1,P2,0.7330605193,1.1092555002
M2,N,0.9689846572,0.9934708894
P2,P1,0.8020585393,1.0711675914
M2,D,0.7636646500,1.0915087971
M1,M2,0.6965669421,1.1255954812
M2,M2,0.7744711858,1.0886434788
M2,P1,0.8064986474,1.0722737087
M2,P2,0.7984768272,1.0776309318
M2,M1,0.8198708894,1.0660486865
