Prey / Predator,D,N,P1,P2,M1,M2
D,1.1257466649,1.2739750938,1.1704740411,1.1332721991,1.1771145803,1.1209214770
N,1.1186928540,1.1798831956,1.1055165476,1.1331937268,1.1235954665,1.1149764181
P1,1.1394016616,1.2448796499,1.1443867278,1.0154426822,1.1600638279,0.9815700083
P2,1.1257761276,1.2235564247,1.1538738719,1.1369108793,1.1574004633,1.1221355329
M1,1.1255817872,1.2383824371,1.1266576894,0.9837884242,1.1412607148,0.9547707957
M2,1.1399032444,1.2301639897,1.1623638957,1.1558666547,1.1654839751,1.1400135388
