Prey / Predator,D,N,P1,P2,M1,M2
D,1.0467184126,1.1397470348,1.0607103002,1.0523013399,1.0524564353,1.0570966190
N,1.0627261360,1.0565085945,1.0655645282,1.0523217215,1.0585377366,1.0588571679
P1,1.0221542578,0.9809317766,1.0008795089,1.0010490867,1.0074872608,0.9988559455
P2,1.0377041004,0.9904576949,1.0483822979,0.9889041200,1.0033132720,1.0119960338
M1,1.0221522212,0.9902716786,1.0147351018,0.9941379083,0.9930772213,0.9973870735
M2,1.0376919606,0.9815138582,1.0072823155,1.0028915465,1.0070786428,0.9966203018
