prey,predator,prey_payoff,predator_payoff
D,D,1.1078864471,0.8500019517
N,N,1.1107752701,0.8279517676
P1,P1,1.1211592546,0.8396790794
N,P1,1.0765413901,0.8373060283
P1,N,1.1431615299,0.8347560099
D,M2,1.1068194164,0.8549836202
N,M2,1.0856702377,0.8337216453
D,P2,1.1230158912,0.8484288436
N,P2,1.0992230340,0.8306159000
P1,D,1.0642749866,0.8569573488
D,M1,1.1339350877,0.8401670592
D,P1,1.1233177751,0.8445509054
N,M1,1.0889630456,0.8345489990
D,N,1.1461527545,0.8405962144
N,D,1.0641848712,0.8392701469
P1,P2,1.1201498404,0.8420805242
P1,M1,1.1333505929,0.8359324965
P1,M2,1.1057448661,0.8462974286
P2,P2,1.1148213101,0.8314738699
P2,D,1.0825960219,0.8399633388
M1,M1,1.1187800752,0.8352586019
P2,N,1.1210670223,0.8304672632
M1,P2,1.1047702590,0.8415901530
M1,D,1.0515102082,0.8569739734
P2,M2,1.0941754654,0.8380023640
P2,M1,1.0998895019,0.8355264754
M1,P1,1.0987454868,0.8415368761
M1,N,1.1356718150,0.8300611022
P2,P1,1.0911525703,0.8382502910
M2,D,1.0960141609,0.8399131273
M2,N,1.1288845998,0.8350570145
M1,M2,1.0832064508,0.8480241719
M2,M2,1.1171808817,0.8359135731
M2,P1,1.1041652436,0.8393381593
M2,P2,1.1298315278,0.8320112736
M2,M1,1.1014837598,0.8403452840
