prey,predator,prey_payoff,predator_payoff
D,D,0.8711094310,1.0434088848
D,P1,0.8515258497,1.0553414226
D,P2,0.8873096854,1.0394712433
D,N,0.7373155815,1.1234465053
D,M1,0.8679929595,1.0463765509
N,N,0.9136872735,1.0124713112
D,M2,0.8783080241,1.0439308142
N,D,0.8321634631,1.0517586404
N,P1,0.8773332836,1.0293420295
N,P2,0.8761050797,1.0316357632
N,M1,0.8567320617,1.0420291469
N,M2,0.8854392232,1.0251377893
P1,D,0.9141649661,1.0181466126
P1,P1,0.9566636049,0.9986102021
P1,N,1.0225952235,0.9667538261
P1,P2,0.9613410628,0.9975452988
P1,M1,0.9655844932,0.9950872819
P1,M2,0.9462837757,1.0046474128
P2,D,0.8762278825,1.0345497344
P2,N,0.9516652524,0.9956596570
P2,P2,0.9635848134,0.9885169216
P2,M1,0.9398908647,1.0024888758
P2,P1,0.8604807291,1.0413500984
P2,M2,0.9205190811,1.0089053519
M1,D,0.9087656828,1.0181524194
M1,N,0.9581553054,0.9952875262
M1,P1,0.9213601896,1.0114438658
M1,P2,0.9490448468,1.0000811321
M1,M1,0.9624965797,0.9921932093
M2,D,0.8814566789,1.0345273776
M1,M2,0.9044634765,1.0210423777
M2,N,1.0160159065,0.9669649091
M2,P1,0.9382493133,1.0063221677
M2,P2,0.9687335653,0.9902360803
M2,M2,0.9572846149,0.9951922978
M2,M1,0.9292745463,1.0127409712
