Prey / Predator,D,N,P1,P2,M1,M2
D,0.8304035114,0.8686336327,0.8690358548,0.8593373024,0.8653199303,0.8672328964
N,0.8423229016,0.8292348480,0.8379086130,0.8323534976,0.8360338036,0.8345131479
P1,0.8540075199,0.8299683717,0.8404990937,0.8335423255,0.8361090162,0.8392516139
P2,0.8414035186,0.8300278927,0.8504971584,0.8319509767,0.8419948179,0.8454944226
M1,0.8540356922,0.8296383506,0.8488503262,0.8340165264,0.8358071214,0.8495355362
M2,0.8413328095,0.8300671596,0.8458256514,0.8320715791,0.8449996674,0.8366830094
