prey,predator,prey_payoff,predator_payoff
D,D,1.1235928383,0.8457319881
N,N,1.1505109585,0.8144765732
P1,P1,1.1295669720,0.8385162738
N,P2,1.1115296262,0.8275338361
D,P2,1.1458321059,0.8418940036
N,M2,1.0828144279,0.8372423623
D,M2,1.1334099949,0.8469780130
D,M1,1.1657916234,0.8305065505
P1,D,1.0945957848,0.8503177019
N,P1,1.0735975087,0.8409967401
D,P1,1.1569974785,0.8340866685
N,M1,1.1015511779,0.8315462164
P1,N,1.1830439232,0.8223397199
D,N,1.1782215975,0.8327396242
N,D,1.0677288428,0.8392794178
P1,P2,1.1050910388,0.8504123659
P1,M2,1.0731839119,0.8621943842
P2,P2,1.1228470761,0.8302186754
P1,M1,1.1468226277,0.8324812255
P2,D,1.0906274442,0.8384416534
M1,M1,1.1265279683,0.8342241317
P2,N,1.1542122157,0.8207924709
M1,N,1.1683677183,0.8207349250
P2,M2,1.1062094821,0.8359408097
M1,D,1.0816686450,0.8502650203
P2,M1,1.1279825402,0.8266014834
M1,P1,1.1103376835,0.8397376763
M1,P2,1.0720067794,0.8576288048
M2,N,1.1689023538,0.8223878967
M2,D,1.1039468362,0.8384543248
P2,P1,1.1213912262,0.8285294623
M1,M2,1.0415670954,0.8684652641
M2,M2,1.1258662917,0.8345245226
M2,P1,1.1328770466,0.8303115076
M2,P2,1.1436546122,0.8282383484
M2,M1,1.1373948508,0.8291483050
