prey,predator,prey_payoff,predator_payoff
D,D,0.8763506679,1.0416154253
D,P2,0.8525354966,1.0602376821
D,P1,0.8535920255,1.0562802053
D,N,0.6778718179,1.1550037556
D,M1,0.8636318359,1.0508840039
N,N,0.8436802934,1.0507837035
D,M2,0.8373491766,1.0684259200
N,D,0.6955413091,1.1287044082
N,P1,0.7696575901,1.0871499835
N,M1,0.8226648071,1.0605677312
N,P2,0.8383236193,1.0522195218
N,M2,0.7833487306,1.0799087279
P1,P1,0.8378431152,1.0617910385
P1,D,0.8740580234,1.0391028148
P1,N,0.8379983941,1.0655669050
P1,P2,0.8190890390,1.0738171946
P1,M1,0.8720932620,1.0441833777
P1,M2,0.7848832432,1.0908597004
P2,D,0.8570809778,1.0438772874
P2,N,0.7954693936,1.0807748581
P2,P2,0.8553231776,1.0468453188
P2,M1,0.8290366731,1.0600106540
P2,P1,0.8075578563,1.0706242037
P2,M2,0.8266754393,1.0610799901
M1,D,0.8684134645,1.0393657292
M1,N,0.8004757638,1.0807629806
M1,P1,0.8201360298,1.0672919545
M1,P2,0.7930556019,1.0840110256
M1,M1,0.8473151450,1.0539014501
M2,D,0.8628814864,1.0435031940
M1,M2,0.6280230428,1.1730905316
M2,N,0.8328205738,1.0655820027
M2,P1,0.8250400537,1.0647916554
M2,P2,0.8825413446,1.0356609502
M2,M2,0.8458301712,1.0547420874
M2,M1,0.7182746729,1.1243284678
