prey,predator,prey_payoff,predator_payoff
D,D,0.8698313517,1.0434368489
D,P2,0.8632637765,1.0521676883
D,P1,0.8438129139,1.0593200332
D,N,0.6337305382,1.1778578275
D,M1,0.8545050454,1.0537217589
N,N,0.8785523372,1.0314477484
D,M2,0.8508269565,1.0586886436
N,D,0.8369108335,1.0485890792
N,P1,0.8680767485,1.0341492678
N,P2,0.8902836398,1.0240557454
N,M1,0.8787625929,1.0300893717
N,M2,0.8760677371,1.0300172353
P1,P1,0.9090111351,1.0246975401
P1,D,0.8866670509,1.0322291381
P1,N,0.9088608614,1.0286544345
P1,P2,0.8644835579,1.0495629630
P1,M1,0.9158149929,1.0220820698
P1,M2,0.8616266349,1.0501559320
P2,D,0.8608621396,1.0426422904
P2,N,0.8675582826,1.0419403004
P2,P2,0.9208425142,1.0121486255
P2,M1,0.9099802472,1.0186979271
P2,P1,0.8240992367,1.0618672816
P2,M2,0.8881494726,1.0267815881
M1,D,0.8814613240,1.0322372462
M1,N,0.8728050192,1.0420121468
M1,P1,0.8852307398,1.0314171838
M1,P2,0.8684857001,1.0435189226
M1,M1,0.9166452264,1.0174597710
M2,D,0.8660053264,1.0426196391
M1,M2,0.8708296286,1.0402269621
M2,N,0.9031865209,1.0287047413
M2,P1,0.9044451958,1.0247035634
M2,P2,0.9214305899,1.0160298871
M2,M2,0.9128182627,1.0195922392
M2,M1,0.9114768243,1.0215101388
