prey,predator,prey_payoff,predator_payoff
D,D,1.1148694473,0.8477388612
N,N,1.1551784522,0.8115353488
P1,P1,1.1319833743,0.8370771494
D,M2,1.1232577179,0.8498345708
N,M2,1.1006631782,0.8303293580
N,M1,1.1108471628,0.8282914886
N,P2,1.1201996433,0.8244089308
D,P1,1.1485244204,0.8366462691
D,P2,1.1346462423,0.8452317371
P1,D,1.0848168256,0.8516043849
P1,N,1.1833937542,0.8219616081
N,P1,1.0915750163,0.8341421861
D,M1,1.1576595697,0.8327972375
D,N,1.1410404610,0.8502325333
N,D,1.0947352197,0.8272930382
P1,P2,1.0187492601,0.8831986243
P1,M2,0.9837374317,0.8958472673
P1,M1,1.1473046362,0.8320393490
P2,P2,1.1249504661,0.8288592251
P2,D,1.0953771140,0.8369692513
M1,M1,1.1289842591,0.8327256391
P2,N,1.1494917689,0.8228948183
P2,M2,1.1099174707,0.8337286853
M1,N,1.1637291726,0.8227737898
M1,D,1.0717630701,0.8516393733
M1,P1,1.1141840697,0.8374946777
P2,M1,1.1439640565,0.8204742961
M1,P2,0.9832677909,0.8915202331
M2,D,1.1087933019,0.8369664601
P2,P1,1.1402038238,0.8212574385
M2,N,1.1692261396,0.8220190339
M1,M2,0.9415021339,0.9067192596
M2,M2,1.1279236988,0.8332251679
M2,P1,1.1489637827,0.8243113211
M2,P2,1.1434778791,0.8280841488
M2,M1,1.1515870172,0.8239657144
