Prey / Predator,D,N,P1,P2,M1,M2
D,0.8844152123,0.7681008176,0.9157384462,0.8537559384,0.9009503450,0.8733501135
N,0.8818675699,0.9736418319,0.9293013072,0.9264173591,0.9358928905,0.9169499066
P1,0.9398840052,0.9057848791,0.9304518693,0.8958204943,0.9246036706,0.8988211568
P2,0.9020959469,0.9210785156,0.9014431897,0.9291020937,0.8995836546,0.9330855613
M1,0.9463181823,0.8847550288,0.9243364756,0.8885599308,0.9204308341,0.8766500766
M2,0.9004885410,0.9355126376,0.9166733779,0.9328129709,0.9171943694,0.9385839243
