Prey / Predator,D,N,P1,P2,M1,M2
D,0.8628324349,0.8738575391,0.8583949232,0.8824292892,0.8560386651,0.8921309067
N,0.8453574417,0.8284711974,0.8409676842,0.8330274194,0.8368833318,0.8373557137
P1,0.8710839824,0.8301297300,0.8412157565,0.8402702153,0.8359914599,0.8469452419
P2,0.8422024260,0.8261257987,0.8432850817,0.8327641469,0.8371857808,0.8428669219
M1,0.8710847689,0.8261374806,0.8463508633,0.8418821057,0.8366075493,0.8532109552
M2,0.8421668993,0.8305638990,0.8409595715,0.8320490187,0.8389149398,0.8373886166
