prey,predator,prey_payoff,predator_payoff
D,D,0.8719719388,1.0427503175
D,P1,0.8526720581,1.0549002022
D,P2,0.8807017446,1.0429098828
D,N,0.7024041287,1.1416713606
D,M1,0.8673619986,1.0469418557
N,N,0.8911305913,1.0250506262
D,M2,0.8702473189,1.0482652404
N,D,0.8387533193,1.0478734446
N,P1,0.8734609236,1.0317009545
N,P2,0.8827340329,1.0285544229
N,M1,0.8659798705,1.0375445879
N,M2,0.8813613239,1.0275689506
P1,D,0.9020405603,1.0243565992
P1,P1,0.9290818669,1.0136934268
P1,N,0.9558804785,1.0031706708
P1,P2,0.9181849917,1.0206548860
P1,M1,0.9362068890,1.0110951025
P1,M2,0.9073647943,1.0253943662
P2,D,0.8685210654,1.0386101664
P2,N,0.9098189562,1.0189847490
P2,P2,0.9390044210,1.0020847684
P2,M1,0.9191004867,1.0137592036
P2,P1,0.8371061489,1.0545233962
P2,M2,0.9030970701,1.0187392826
M1,D,0.8967219111,1.0243644152
M1,N,0.9154372311,1.0190181723
M1,P1,0.9008743086,1.0230134640
M1,P2,0.9129855476,1.0193029110
M1,M1,0.9350193391,1.0073500882
M2,D,0.8737198254,1.0385787444
M1,M2,0.8692363525,1.0406895742
M2,N,0.9499661095,1.0032254557
M2,P1,0.9100447517,1.0218613539
M2,P2,0.9405266355,1.0056939032
M2,M2,0.9329442050,1.0084799492
M2,M1,0.9189028579,1.0175432318
