Prey / Predator,D,N,P1,P2,M1,M2
D,1.0933631801,1.3220696372,1.1402715143,1.1163318016,1.1291019178,1.1257136625
N,1.1269615733,1.0759263528,1.1093216580,1.0873463544,1.0946016176,1.1023605495
P1,1.1248940713,1.0946252524,1.0984252458,1.1706919846,1.0889101567,1.2351982585
P2,1.0960525661,1.2169978668,1.2343493098,1.0833032458,1.1158350696,1.1072179895
M1,1.1249482437,1.2171239795,1.1133291859,1.2276821751,1.0903289847,1.3278056495
M2,1.0960480088,1.0946270369,1.1245686914,1.0817471077,1.0923444323,1.0914286398
