prey,predator,prey_payoff,predator_payoff
D,D,0.7775143025,1.0933631801
N,N,0.7888776540,1.0759263528
P1,P1,0.7617025660,1.0984252458
N,P2,0.7632373326,1.0873463544
N,M2,0.7273947965,1.1023605495
D,M2,0.7177303030,1.1257136625
P1,D,0.7068072422,1.1248940713
D,M1,0.7098819401,1.1291019178
D,P1,0.6884688800,1.1402715143
P1,N,0.7766443823,1.0946252524
N,P1,0.7137954213,1.1093216580
N,M1,0.7490149199,1.0946016176
D,P2,0.7361158370,1.1163318016
N,D,0.6734781461,1.1269615733
D,N,0.3299132937,1.3220696372
P1,P2,0.6190586834,1.1706919846
P1,M2,0.4922308358,1.2351982585
P1,M1,0.7824989413,1.0889101567
P2,P2,0.7813698691,1.0833032458
P2,D,0.7485072593,1.0960525661
M1,M1,0.7727238076,1.0903289847
P2,N,0.5289840548,1.2169978668
M1,D,0.7026338751,1.1249482437
M1,P2,0.5046451135,1.2276821751
M1,N,0.5322271434,1.2171239795
P2,M1,0.7159902099,1.1158350696
P2,M2,0.7320131229,1.1072179895
M1,P1,0.7249311019,1.1133291859
M2,N,0.7718833121,1.0946270369
M2,D,0.7529303703,1.0960480088
P2,P1,0.4789663426,1.2343493098
M1,M2,0.2812443747,1.3278056495
M2,M2,0.7703106040,1.0914286398
M2,P1,0.7035040051,1.1245686914
M2,P2,0.7913875605,1.0817471077
M2,M1,0.7674426561,1.0923444323
