prey,predator,prey_payoff,predator_payoff
D,D,0.8763155607,1.0412574767
D,P2,0.8944781797,1.0362856631
D,P1,0.8537639106,1.0553780536
D,N,0.7555158635,1.1143450953
D,M1,0.8722198898,1.0451794084
D,M2,0.8842423889,1.0415358770
N,N,0.9139559694,1.0137602511
N,D,0.8425948274,1.0476556612
N,P1,0.8468478384,1.0476242226
N,P2,0.8829801530,1.0297309679
N,M1,0.8666419473,1.0387243886
N,M2,0.8620230377,1.0392115744
P1,P1,0.9345846345,1.0100531388
P1,D,0.9035383936,1.0237455188
P1,N,0.9910483257,0.9835253067
P1,P2,0.9421308828,1.0079411580
P1,M1,0.9521857391,1.0017182706
P1,M2,0.9219758068,1.0178117382
P2,D,0.8783630878,1.0333756227
P2,N,0.9332102368,1.0058793506
P2,P2,0.9422276863,0.9998020921
P2,M1,0.9261310894,1.0094518189
P2,P1,0.8540023356,1.0458400761
P2,M2,0.9052271011,1.0175226811
M1,D,0.8980665871,1.0238162108
M1,N,0.9397104827,1.0054607987
M1,P1,0.9046758579,1.0207477772
M1,P2,0.9263341582,1.0124611525
M1,M1,0.9401327011,1.0039327754
M2,D,0.8835790839,1.0333688655
M1,M2,0.8722203092,1.0389166381
M2,N,0.9846921609,0.9837081775
M2,P1,0.9240086852,1.0134885660
M2,P2,0.9562074393,0.9964562366
M2,M2,0.9363147953,1.0061213444
M2,M1,0.8840089611,1.0369143532
