prey,predator,prey_payoff,predator_payoff
D,D,1.1131725077,0.8485253184
N,N,1.1393505365,0.8184026812
P1,P1,1.1297264469,0.8377551039
D,M2,1.1246119663,0.8492709867
N,M2,1.0891717471,0.8340828189
N,P1,1.0802366078,0.8376947793
N,P2,1.1126059931,0.8267456712
P1,D,1.0896227142,0.8487139492
D,P1,1.1487727598,0.8367204614
D,P2,1.1362745634,0.8446551864
N,M1,1.1031571379,0.8305201397
P1,N,1.1637566208,0.8295753796
D,M1,1.1588085856,0.8325096525
N,D,1.0794347348,0.8335722593
D,N,1.1395685505,0.8474621738
P1,P2,1.0524960034,0.8702055494
P1,M2,1.0183833866,0.8824346303
P1,M1,1.1451724715,0.8326442569
P2,P2,1.1228751032,0.8295399903
P2,D,1.0866317618,0.8392952111
M1,M1,1.1266431615,0.8334928726
P2,N,1.1324544667,0.8289661698
P2,M2,1.1076240262,0.8344769254
M1,D,1.0765190912,0.8487411974
M1,N,1.1466812636,0.8287362774
M1,P1,1.1117726831,0.8382617701
P2,M1,1.1301392786,0.8253780139
M1,P2,1.0180004498,0.8779796813
M2,D,1.0999132831,0.8393094482
P2,P1,1.1243764597,0.8270116648
M2,N,1.1495471934,0.8297754606
M1,M2,0.9797484246,0.8915235578
M2,M2,1.1259231398,0.8338259682
M2,P1,1.1348458324,0.8292440158
M2,P2,1.1417357455,0.8285477724
M2,M1,1.1388570531,0.8281573190
