prey,predator,prey_payoff,predator_payoff
N,N,0.8302328633,1.0566738872
D,D,0.7595596580,1.1013725531
P1,P1,0.7472047194,1.1046916447
N,M2,0.7063661542,1.1143002812
N,M1,0.7336770439,1.1036914642
N,P1,0.6919419349,1.1216855228
N,P2,0.7484512446,1.0961081414
P1,D,0.6311536778,1.1606662313
D,P1,0.6491118588,1.1594200447
D,M1,0.6687376986,1.1493870776
N,D,0.6311607574,1.1489686166
P1,M1,0.7726290094,1.0929661432
P2,P2,0.7662174007,1.0901404365
P2,D,0.7381638463,1.1022011871
P2,M2,0.7011995555,1.1210992514
P2,M1,0.7696779858,1.0884727353
M1,D,0.6275397532,1.1606653760
M1,P1,0.6928202706,1.1276976173
P2,P1,0.6272594179,1.1601443500
M1,M1,0.7570880658,1.0972837934
M2,D,0.7425156505,1.1021999183
M2,P1,0.7594751717,1.0962529292
M2,P2,0.7819855365,1.0856661935
M2,M1,0.7901346934,1.0812092537
M2,M2,0.7563135623,1.0975672689
P1,N,0.8451990405,1.0607390789
M1,N,0.6842636614,1.1414390953
P2,N,0.6803036916,1.1412443542
P1,M2,0.5453764774,1.2040683516
P1,P2,0.6211325193,1.1676258703
M2,N,0.8400549210,1.0607133752
D,P2,0.7251675048,1.1214292171
D,M2,0.7099661914,1.1290103421
M1,M2,0.3685401500,1.2837706582
M1,P2,0.5561351262,1.1972506652
D,N,0.5351807497,1.2245764854
