Prey / Predator,D,N,P1,P2,M1,M2
D,1.1013725531,1.2245764854,1.1594200447,1.1214292171,1.1493870776,1.1290103421
N,1.1489686166,1.0566738872,1.1216855228,1.0961081414,1.1036914642,1.1143002812
P1,1.1606662313,1.0607390789,1.1046916447,1.1676258703,1.0929661432,1.2040683516
P2,1.1022011871,1.1412443542,1.1601443500,1.0901404365,1.0884727353,1.1210992514
M1,1.1606653760,1.1414390953,1.1276976173,1.1972506652,1.0972837934,1.2837706582
M2,1.1021999183,1.0607133752,1.0962529292,1.0856661935,1.0812092537,1.0975672689
