Prey / Predator,D,N,P1,P2,M1,M2
D,0.7595596580,0.5351807497,0.6491118588,0.7251675048,0.6687376986,0.7099661914
N,0.6311607574,0.8302328633,0.6919419349,0.7484512446,0.7336770439,0.7063661542
P1,0.6311536778,0.8451990405,0.7472047194,0.6211325193,0.7726290094,0.5453764774
P2,0.7381638463,0.6803036916,0.6272594179,0.7662174007,0.7696779858,0.7011995555
M1,0.6275397532,0.6842636614,0.6928202706,0.5561351262,0.7570880658,0.3685401500
M2,0.7425156505,0.8400549210,0.7594751717,0.7819855365,0.7901346934,0.7563135623
