Prey / Predator,D,N,P1,P2,M1,M2
D,1.1144925509,1.1379588807,1.1041635123,1.1333177747,1.1152564593,1.1180058112
N,1.0605591658,1.1033656683,1.0827430401,1.0866952205,1.0752519212,1.0913231204
P1,1.0902606473,1.1344255256,1.1137569575,1.1307249569,1.1092860924,1.1218262719
P2,1.0833698126,1.1174032173,1.0840970703,1.1079461807,1.0861331570,1.0871071738
M1,1.0770678953,1.1309533299,1.0917588152,1.1218444087,1.1116090105,1.0874873599
M2,1.0968975817,1.1205772705,1.0900270454,1.1067102151,1.0673190703,1.1100790794
