prey,predator,prey_payoff,predator_payoff
D,D,1.0970264440,0.8540489669
N,N,1.1076636596,0.8284121542
P1,P1,1.1173172584,0.8409335530
D,M2,1.0894649009,0.8595517338
N,M2,1.0855267215,0.8330891441
D,P2,1.1087023608,0.8520406546
N,P2,1.0972873235,0.8311242767
D,P1,1.0814810048,0.8595540002
N,P1,1.0767025946,0.8365151144
D,M1,1.0907629727,0.8562200461
P1,D,1.0548171488,0.8592844054
P1,N,1.1553219170,0.8291525217
N,M1,1.0875688805,0.8348187171
D,N,1.1145465474,0.8499738055
N,D,1.0601628450,0.8402743119
P1,P2,1.1377992621,0.8352774062
P1,M2,1.1164568501,0.8421288081
P1,M1,1.1311796569,0.8367455889
P2,P2,1.1118371103,0.8324108484
M1,M1,1.1157461076,0.8362743624
P2,D,1.0788670487,0.8412858194
P2,M1,1.0891295576,0.8393629430
P2,N,1.1246379246,0.8283193225
M1,N,1.1382163296,0.8283556736
P2,M2,1.0768475063,0.8433618715
M1,P1,1.0816684205,0.8467916686
M1,D,1.0421523361,0.8593117150
M1,P2,1.1168334800,0.8367753100
M2,D,1.0922948075,0.8412061844
P2,P1,1.0699170652,0.8452952788
M2,N,1.1413843892,0.8292350449
M1,M2,1.0767141848,0.8488322273
M2,M2,1.1133876328,0.8370926867
M2,P1,1.0931265906,0.8431464263
M2,P2,1.1277297276,0.8327332512
M2,M1,1.0939492994,0.8431606824
