Prey / Predator,D,N,P1,P2,M1,M2
D,1.0988405833,1.3075184690,1.1539493164,1.1280000265,1.1419496847,1.1362959606
N,1.1506374889,1.0780140371,1.1290293926,1.1022053678,1.1096338866,1.1218199874
P1,1.1463327427,1.0739518421,1.1060307546,1.1872941087,1.0929472783,1.2436947513
P2,1.0960577846,1.2087129366,1.2219153815,1.0910029355,1.1061491340,1.1238606358
M1,1.1463340905,1.2088611750,1.1295550890,1.2368962731,1.0978858461,1.3238051160
M2,1.0960566548,1.0738584583,1.1145725923,1.0858389955,1.0896556072,1.0991762758
