prey,predator,prey_payoff,predator_payoff
D,D,0.8761556254,1.0423975112
D,P1,0.8590227198,1.0537362868
D,P2,0.8945924499,1.0373973403
D,N,0.7071591101,1.1405266883
D,M1,0.8706395764,1.0475998106
N,N,0.8579137448,1.0422284220
D,M2,0.8809426190,1.0447705132
N,D,0.6820183995,1.1332682489
N,P1,0.7785979573,1.0821262695
N,M1,0.8322979918,1.0554867596
N,P2,0.8468211100,1.0476230893
N,M2,0.7902409682,1.0759767255
P1,P1,0.8633329329,1.0475177698
P1,D,0.8733041149,1.0397412301
P1,N,0.8562171189,1.0552350642
P1,P2,0.8449218360,1.0618636445
P1,M2,0.8568587132,1.0531000266
P1,M1,0.8740492180,1.0429566038
P2,D,0.8174932986,1.0652679303
P2,N,0.8351115400,1.0589744618
P2,P2,0.8745665949,1.0359621053
P2,M1,0.8401520124,1.0541539394
P2,P1,0.7950709393,1.0779106141
P2,M2,0.8520278268,1.0470299944
M1,D,0.8677936280,1.0399295701
M1,N,0.8403205568,1.0589711633
M1,P1,0.8473515084,1.0523960407
M1,P2,0.8643990774,1.0463319846
M1,M1,0.8686505283,1.0419722094
M2,D,0.8222450607,1.0653210687
M1,M2,0.7371514452,1.1152390391
M2,N,0.8509295341,1.0552623137
M2,P1,0.8380633145,1.0578406003
M2,P2,0.8806327732,1.0366012691
M2,M2,0.8690841157,1.0415897125
M2,M1,0.6657564837,1.1527878865
