prey,predator,prey_payoff,predator_payoff
D,D,0.8748194076,1.0411178908
D,P2,0.8568771507,1.0563756067
D,P1,0.8212939883,1.0729130294
D,N,0.5807747045,1.2056309398
D,M1,0.8379102268,1.0638039830
N,N,0.8677652426,1.0379715612
D,M2,0.8422651791,1.0642250869
N,D,0.8574084418,1.0370110950
N,P1,0.8489264218,1.0453979949
N,P2,0.8783058173,1.0315608714
N,M1,0.8637393958,1.0394226614
N,M2,0.8597027055,1.0396069261
P1,P1,0.8775651467,1.0414022310
P1,D,0.8782814652,1.0369432038
P1,N,0.8774909518,1.0448991589
P1,P2,0.8165121048,1.0744970680
P1,M1,0.8969364314,1.0319826537
P1,M2,0.7922106550,1.0866551850
P2,D,0.8566785947,1.0448106354
P2,N,0.7806325506,1.0893310908
P2,P2,0.8930175825,1.0271377334
P2,M1,0.8963213202,1.0254566242
P2,P1,0.8427938866,1.0515375241
P2,M2,0.8625173282,1.0412127626
M1,D,0.8730817195,1.0369843560
M1,N,0.7854536922,1.0893902319
M1,P1,0.8580547243,1.0465613703
M1,P2,0.7996483339,1.0800391100
M1,M1,0.8866271781,1.0335301235
M2,D,0.8618290992,1.0447686479
M1,M2,0.7243970855,1.1203816007
M2,N,0.8719717694,1.0449713989
M2,P1,0.8900492851,1.0318311150
M2,P2,0.9046830040,1.0248243029
M2,M2,0.8838211814,1.0350761415
M2,M1,0.8652092763,1.0465885078
