prey,predator,prey_payoff,predator_payoff
N,N,1.1100442893,0.8281715979
D,D,1.1107530764,0.8489878124
P1,P1,1.1204138642,0.8400062290
N,M1,1.0858604652,0.8358121825
D,M2,1.1153370380,0.8514522388
N,M2,1.0842578802,0.8343904158
N,P2,1.0966478736,0.8316644624
D,M1,1.1371045860,0.8390752348
D,P1,1.1265903899,0.8433842164
D,P2,1.1302878318,0.8454836331
P1,D,1.0724049070,0.8546912280
N,P1,1.0748492933,0.8381074719
P1,N,1.1434070109,0.8346070588
N,D,1.0625196712,0.8401384976
D,N,1.1522443031,0.8379253863
P1,P2,1.1222341790,0.8413026107
P1,M1,1.1314172174,0.8366420456
P1,M2,1.1068346609,0.8460174360
P2,P2,1.1140601441,0.8318275084
P2,D,1.0825550123,0.8400656224
M1,M1,1.1179597776,0.8356201144
M1,P2,1.1057684672,0.8413230123
P2,N,1.1196559493,0.8310472070
P2,M1,1.0977317818,0.8364114396
M1,P1,1.0998039753,0.8412601672
P2,M2,1.0952008664,0.8377495790
M1,D,1.0595362141,0.8547083049
M1,N,1.1341142829,0.8306935716
M2,N,1.1292213059,0.8348686628
M2,D,1.0959726627,0.8400178227
P2,P1,1.0909720058,0.8384458584
M1,M2,1.0861545148,0.8470522359
M2,M2,1.1164871712,0.8362365831
M2,P1,1.1019244362,0.8402360683
M2,P2,1.1280238965,0.8326984972
M2,M1,1.0963456842,0.8422463439
