prey,predator,prey_payoff,predator_payoff
D,D,0.8810070089,1.0379281216
D,P2,0.8324255431,1.0711852329
D,P1,0.8590625511,1.0537394288
D,N,0.9868856271,0.9918105725
D,M1,0.8696342500,1.0479277339
N,N,0.9320379439,1.0043076290
D,M2,0.8167516204,1.0797597146
N,D,0.8694583282,1.0288968206
N,P1,0.8285429486,1.0570409215
N,M1,0.8588655244,1.0425208896
N,P2,0.8731648924,1.0347756292
N,M2,0.8425966795,1.0494126557
P1,D,0.8302288125,1.0623627372
P1,P1,0.8404427849,1.0606757494
P1,N,0.9738726740,0.9939779750
P1,P2,0.7263380957,1.1209746940
P1,M1,0.8655968217,1.0482550064
P1,M2,0.6635744212,1.1536141626
P2,D,0.8798030156,1.0306070121
P2,N,0.9688439549,0.9894767919
P2,P2,0.8584801466,1.0454191815
P2,M1,0.8824262413,1.0329434081
P2,P1,0.8843081743,1.0310592370
P2,M2,0.8370113675,1.0559650815
M1,D,0.8253502980,1.0624067292
M1,N,0.9748452954,0.9894731027
M1,P1,0.8284032216,1.0633567741
M1,P2,0.6735627175,1.1462299867
M1,M1,0.8497076356,1.0529134127
M2,D,0.8850791731,1.0306134844
M1,M2,0.6310452408,1.1675510588
M2,N,0.9679174242,0.9939814495
M2,P1,0.8778281357,1.0382854120
M2,P2,0.8745238167,1.0406435538
M2,M2,0.8491943173,1.0531919354
M2,M1,0.8697465461,1.0435992182
