prey,predator,prey_payoff,predator_payoff
D,D,1.1151558850,0.8475760617
N,N,1.1227633968,0.8249941087
P1,P1,1.1266252437,0.8386003208
D,M2,1.1259163618,0.8485372246
D,P2,1.1381139080,0.8437119435
N,M2,1.0792426089,0.8373928983
D,P1,1.1477046982,0.8368849474
P1,D,1.0861293471,0.8504468523
N,P2,1.1041560259,0.8295162470
N,P1,1.0700133209,0.8410211936
D,M1,1.1577581541,0.8327072731
N,M1,1.0939820327,0.8334730913
P1,N,1.1533656876,0.8327761072
D,N,1.1443021889,0.8434664058
N,D,1.0639622998,0.8402740344
P1,P2,1.0895546862,0.8554435168
P1,M2,1.0570310347,0.8671147533
P2,P2,1.1197812421,0.8304741333
P1,M1,1.1424569440,0.8332796603
P2,D,1.0843908662,0.8396027635
M1,M1,1.1234558290,0.8344202825
P2,N,1.1238797302,0.8314066068
P2,M2,1.1032742813,0.8359063401
M1,N,1.1379206406,0.8312091587
M1,D,1.0734654159,0.8503053077
M1,P1,1.1074710354,0.8396219958
P2,M1,1.1159360628,0.8303491389
M1,P2,1.0564907855,0.8625028452
M2,D,1.0977440729,0.8395834170
P2,P1,1.1091183068,0.8324735491
M2,N,1.1392379489,0.8330048903
M1,M2,1.0223878696,0.8744064138
M2,M2,1.1228958099,0.8346880470
M2,P1,1.1203894623,0.8342176276
M2,P2,1.1391699582,0.8291696263
M2,M1,1.1239136981,0.8330172936
