Prey / Predator,D,N,P1,P2,M1,M2
D,0.8788088483,0.6094903586,0.8473283360,0.8725516985,0.8610704355,0.8581617584
N,0.8245132960,0.8691910001,0.8315346591,0.8804018556,0.8646114535,0.8444822733
P1,0.8875666262,0.8697324789,0.8692457805,0.8573742563,0.8929068948,0.8321566397
P2,0.8668771016,0.7930523960,0.8234560836,0.8831349595,0.8759934523,0.8583773669
M1,0.8820601299,0.7979894582,0.8535341877,0.8384371846,0.8771134794,0.6926277460
M2,0.8721552884,0.8643535632,0.8717193508,0.9003842478,0.7756857353,0.8749839584
