prey,predator,prey_payoff,predator_payoff
D,D,1.0872116801,0.8572030711
N,N,1.1055772023,0.8296793270
P1,P1,1.1173945826,0.8408395588
D,M2,1.0335391116,0.8831115437
N,M2,1.0742289219,0.8376516522
D,P2,1.0592473230,0.8728577756
D,M1,1.0732819647,0.8633798210
D,P1,1.0635201959,0.8668520030
N,P2,1.0920536768,0.8336706144
N,M1,1.0820985228,0.8375058328
N,P1,1.0649730762,0.8412217608
P1,N,1.1578288635,0.8283022764
P1,D,1.0376826531,0.8640692964
D,N,1.0764294160,0.8656056033
N,D,1.0442720147,0.8460430672
P1,P2,1.1354180406,0.8362633491
P1,M1,1.1341874969,0.8357369368
P1,M2,1.1145061108,0.8425413074
P2,P2,1.1118745042,0.8323331221
M1,M1,1.1159013480,0.8361740269
P2,D,1.0756963859,0.8423735117
P2,M2,1.0735784561,0.8440396901
M1,D,1.0252709742,0.8640763254
P2,N,1.1243980551,0.8283422581
M1,N,1.1383361034,0.8282030742
P2,M1,1.0883672895,0.8398842892
M1,P1,1.0785265806,0.8474403984
M1,P2,1.1145059754,0.8374252925
M2,N,1.1438858210,0.8283798047
M2,D,1.0889819298,0.8423317771
P2,P1,1.0636480574,0.8475544747
M1,M2,1.0696090558,0.8508651142
M2,M2,1.1133299892,0.8370282834
M2,P1,1.0922102326,0.8437042298
M2,P2,1.1305503385,0.8317554876
M2,M1,1.0996758645,0.8416009567
