prey,predator,prey_payoff,predator_payoff
D,D,0.8821990731,1.0398189773
D,P2,0.9160320234,1.0262894166
D,P1,0.8690431153,1.0485803029
D,N,0.8994611126,1.0364741661
D,M1,0.8853244133,1.0396150105
N,N,0.8974824308,1.0200606661
D,M2,0.9039784783,1.0327009549
N,D,0.6494830851,1.1515872517
N,P1,0.8146775510,1.0637513653
N,M1,0.8676246331,1.0356552979
N,P2,0.8808264597,1.0285473075
N,M2,0.8313200506,1.0544935073
P1,D,0.8735165366,1.0404492276
P1,P1,0.8863256640,1.0346869486
P1,N,0.9188571155,1.0215069670
P1,P2,0.9131895153,1.0235044412
P1,M1,0.8795322149,1.0396112886
P1,M2,0.9015731864,1.0289106902
P2,D,0.8039250992,1.0724271609
P2,N,0.9108039981,1.0181082018
P2,P2,0.8936691447,1.0252389188
P2,P1,0.8263964559,1.0610901551
P2,M1,0.8737955542,1.0353677648
P2,M2,0.8821053389,1.0303933161
M1,D,0.8677600782,1.0407778523
M1,N,0.9168720702,1.0178557941
M1,P1,0.8799963338,1.0343264630
M1,P2,0.9070934820,1.0231534337
M1,M1,0.8902071539,1.0299068738
M2,D,0.8089769974,1.0722415942
M1,M2,0.8604174462,1.0482064314
M2,N,0.9130672222,1.0216217346
M2,P1,0.8707051733,1.0397044311
M2,P2,0.8830952713,1.0349328545
M2,M2,0.8894909772,1.0301866928
M2,M1,0.6986468504,1.1358189285
