Prey / Predator,D,N,P1,P2,M1,M2
D,1.0914563499,1.3417978314,1.1687992997,1.0999407933,1.1574787749,1.1070568638
N,1.1264415522,1.0799488381,1.1099219363,1.0890897249,1.0963979312,1.1029441497
P1,1.1155578629,1.1051439784,1.0956925041,1.1742381318,1.0871655763,1.2504467739
P2,1.0960949915,1.2281257532,1.2552593030,1.0805918941,1.1256260137,1.0993341274
M1,1.1156110153,1.2281216301,1.1055128393,1.2428272393,1.0876844671,1.3384138329
M2,1.0960933442,1.1050814030,1.1348171830,1.0798435879,1.0963424942,1.0886376411
