prey,predator,prey_payoff,predator_payoff
D,D,0.8778099960,1.0398445253
D,P1,0.8320558206,1.0672244950
D,P2,0.8537307856,1.0585977387
D,N,0.6002641723,1.1954860272
D,M1,0.8437662858,1.0609650170
D,M2,0.8388321844,1.0666207064
N,N,0.8669606554,1.0386243233
N,D,0.8976560186,1.0140437252
N,P1,0.8353924980,1.0531065308
N,P2,0.8734594920,1.0344735624
N,M1,0.8583555805,1.0426705319
N,M2,0.8482477036,1.0461211906
P1,D,0.8776682604,1.0374930174
P1,P1,0.8651166677,1.0479138201
P1,N,0.8680573087,1.0497841231
P1,P2,0.8136132909,1.0756946640
P1,M1,0.8904712215,1.0353018535
P1,M2,0.7668320294,1.1000299949
P2,D,0.8577287198,1.0442034636
P2,N,0.7759613018,1.0914906960
P2,P2,0.8819210903,1.0330242803
P2,P1,0.8456896788,1.0501925958
P2,M1,0.8819616071,1.0329349599
P2,M2,0.8521724089,1.0471251292
M1,D,0.8723977115,1.0375748003
M1,N,0.7808069088,1.0915082151
M1,P1,0.8464242111,1.0531098150
M1,P2,0.7747715633,1.0932876622
M1,M1,0.8745153097,1.0399194774
M2,D,0.8629165793,1.0441437192
M1,M2,0.6545033977,1.1576043285
M2,N,0.8626498075,1.0498273157
M2,P1,0.8771454566,1.0383717304
M2,P2,0.8991819384,1.0276350577
M2,M2,0.8724258548,1.0410675409
M2,M1,0.8320941525,1.0643857956
