prey,predator,prey_payoff,predator_payoff
N,N,0.7989084266,1.0713075300
P1,P1,0.7653702236,1.0960292582
D,D,0.7687653292,1.0973676778
N,P2,0.7794437333,1.0797330345
P1,D,0.7052020156,1.1252983418
P1,N,0.8064561896,1.0786205883
D,M2,0.7394565285,1.1160533091
N,M2,0.7509947033,1.0908830603
D,P2,0.7575617604,1.1067119999
D,M1,0.7654333406,1.0998550233
N,P1,0.7370494747,1.0981421615
D,P1,0.7496951761,1.1080395379
N,M1,0.7632053581,1.0882270431
D,N,0.6471518376,1.1651456450
N,D,0.6505340781,1.1392459691
P1,P2,0.7467795910,1.1063592227
P1,M1,0.7726531421,1.0937922102
P2,P2,0.7842118835,1.0813741854
P1,M2,0.6871147828,1.1354054078
P2,D,0.7341425013,1.1033830930
M1,M1,0.7748161947,1.0888084706
P2,N,0.7423165222,1.1053283798
M1,D,0.7012095556,1.1252588852
P2,M2,0.7433991096,1.1008345077
P2,M1,0.7727656002,1.0862201955
M1,N,0.7463009573,1.1056846245
M1,P2,0.6992639443,1.1271986580
M1,P1,0.7350104075,1.1076368672
P2,P1,0.7194011855,1.1114406894
M2,D,0.7382689933,1.1034879609
M2,N,0.8016861329,1.0785130134
M1,M2,0.5694047367,1.1885608069
M2,M2,0.7747389345,1.0886192528
M2,P2,0.7824158960,1.0861979626
M2,P1,0.7645101581,1.0929273244
M2,M1,0.7269494741,1.1153657821
