prey,predator,prey_payoff,predator_payoff
D,D,1.1169213095,0.8471027294
N,N,1.1284282308,0.8235277505
P1,P1,1.1214503645,0.8412090667
N,M2,1.0689127791,0.8421011749
D,M2,1.1292468727,0.8480208848
D,P1,1.1489194648,0.8369748948
D,P2,1.1415482050,0.8430951567
N,P1,1.0593546067,0.8458765733
N,M1,1.0894521354,0.8357473613
N,P2,1.1003775147,0.8314451558
P1,D,1.0903935062,0.8501893077
P1,N,1.1631810777,0.8298858117
D,M1,1.1579333714,0.8333590518
D,N,1.1703243101,0.8342722698
N,D,1.0424074625,0.8492855402
P1,P2,1.1191717035,0.8443766499
P1,M2,1.0869761255,0.8562313480
P1,M1,1.1407784862,0.8343221086
P2,D,1.0749427901,0.8438359833
P2,P2,1.1152318195,0.8328697119
M1,M1,1.1184213005,0.8369932403
P2,M2,1.0959326925,0.8396323348
P2,N,1.1370564070,0.8271101030
M1,N,1.1511224332,0.8269842530
P2,M1,1.1086714005,0.8337230326
M1,D,1.0776394224,0.8500711489
M1,P1,1.0997262110,0.8434662998
M1,P2,1.0857517407,0.8516193154
M2,D,1.0879264819,0.8439108765
P2,P1,1.0991486555,0.8367731480
M2,N,1.1491125846,0.8300232763
M1,M2,1.0543803989,0.8628261871
M2,M2,1.1182425262,0.8371025694
M2,P1,1.1133257043,0.8373605090
M2,P2,1.1381883414,0.8299141551
M2,M1,1.1192316490,0.8355461982
