Prey / Predator,D,N,P1,P2,M1,M2
D,0.8477933819,0.8410567691,0.8490595119,0.8421136978,0.8448094030,0.8475261090
N,0.8434308098,0.8302758231,0.8367831979,0.8363438251,0.8407285606,0.8333361131
P1,0.8493645534,0.8365431230,0.8429855175,0.8400077870,0.8449091129,0.8414852602
P2,0.8403896249,0.8310635202,0.8394100229,0.8348182681,0.8406362411,0.8387806694
M1,0.8493986193,0.8309059024,0.8422015244,0.8365625579,0.8386814718,0.8456074956
M2,0.8403607685,0.8366600301,0.8443933842,0.8407836344,0.8524811354,0.8391555497
