Prey / Predator,D,N,P1,P2,M1,M2
D,0.7556762643,0.9854971711,0.7935783187,0.7739883343,0.8062134627,0.7596667327
N,0.6953666824,0.9227585014,0.7439735642,0.7892195475,0.7748889677,0.7581120732
P1,0.6227455235,0.9697746401,0.7567169780,0.7303561731,0.7774628340,0.6926162786
P2,0.7568026433,0.9678784548,0.8075447566,0.7756010839,0.8177545710,0.7549533204
M1,0.6191522478,0.9738582579,0.7458334259,0.7018994639,0.7662026535,0.6592196908
M2,0.7612461032,0.9638565966,0.8094349455,0.7871019419,0.8193826931,0.7660692322
