prey,predator,prey_payoff,predator_payoff
D,D,0.8782029520,1.0406953558
D,P1,0.8562512559,1.0542311981
D,P2,0.8980313439,1.0349158656
D,N,0.7781941253,1.1027367913
D,M1,0.8731602157,1.0449632918
N,N,0.9405279335,0.9993502533
D,M2,0.8873853094,1.0404144390
N,D,0.8268232269,1.0565505043
N,P1,0.8488172065,1.0469327329
N,P2,0.9145575701,1.0124482715
N,M1,0.8990457581,1.0210555843
N,M2,0.8642413488,1.0383964259
P1,P1,0.9365195979,1.0085483167
P1,D,0.8983161327,1.0265938275
P1,N,0.9999408496,0.9783255962
P1,P2,0.9492083767,1.0042795132
P1,M2,0.9257447142,1.0160682307
P1,M1,0.9551460983,0.9995608777
P2,D,0.8781936600,1.0335375537
P2,N,0.9337544765,1.0057321048
P2,P2,0.9418153402,0.9997209399
P2,M1,0.9287063077,1.0075491471
P2,P1,0.8747087522,1.0344536617
P2,M2,0.9039846275,1.0180007764
M1,D,0.8928346670,1.0266821357
M1,P1,0.9041659505,1.0207624695
M1,N,0.9401684494,1.0053567084
M1,P2,0.9294425733,1.0111195489
M1,M1,0.9406010962,1.0033093967
M2,D,0.8833312456,1.0335772389
M1,M2,0.8925350418,1.0280918372
M2,N,0.9936509803,0.9784634511
M2,P1,0.9274054660,1.0111154464
M2,P2,0.9570945845,0.9955369607
M2,M2,0.9372906632,1.0052111071
M2,M1,0.8743362027,1.0414155956
