Prey / Predator,D,N,P1,P2,M1,M2
D,0.8782029520,0.7781941253,0.8562512559,0.8980313439,0.8731602157,0.8873853094
N,0.8268232269,0.9405279335,0.8488172065,0.9145575701,0.8990457581,0.8642413488
P1,0.8983161327,0.9999408496,0.9365195979,0.9492083767,0.9551460983,0.9257447142
P2,0.8781936600,0.9337544765,0.8747087522,0.9418153402,0.9287063077,0.9039846275
M1,0.8928346670,0.9401684494,0.9041659505,0.9294425733,0.9406010962,0.8925350418
M2,0.8833312456,0.9936509803,0.9274054660,0.9570945845,0.8743362027,0.9372906632
