Prey / Predator,D,N,P1,P2,M1,M2
D,0.8436833810,0.7916608643,0.8279689502,0.8477206392,0.8252292603,0.8529532232
N,0.8189490364,0.8013157055,0.8298071317,0.8199691538,0.8240565732,0.8257329212
P1,0.8319568926,0.7955108877,0.8330833914,0.8890914097,0.8276557692,0.9020103238
P2,0.8275078339,0.7911403745,0.8166744642,0.8247778490,0.8158330133,0.8298538188
M1,0.8320999471,0.7911259836,0.8336258731,0.8962282257,0.8286153652,0.9068240497
M2,0.8273732819,0.7955215529,0.8197950466,0.8237531478,0.8191922515,0.8292520399
