Prey / Predator,D,N,P1,P2,M1,M2
D,1.1834118503,1.0028398666,1.0670925494,1.0387757355,1.0800970306,1.0103184803
N,1.0074549753,1.0963663714,1.0356806517,1.0770967854,1.0657082432,1.0469539410
P1,1.0716965697,1.1564732931,1.1219130219,1.1458016268,1.1403710610,1.1235615879
P2,1.0801653694,1.1190273238,1.0440714361,1.1161511975,1.0805215338,1.0677556947
M1,1.0588972715,1.1332247953,1.0726396774,1.1233927767,1.1205522869,1.0623826684
M2,1.0933904780,1.1425931470,1.0840674585,1.1363958732,1.1000491734,1.1174349789
