Prey / Predator,D,N,P1,P2,M1,M2
D,0.8520559230,0.8440699957,0.8563022092,0.8475787336,0.8524559165,0.8547341289
N,0.8396427660,0.8281159699,0.8358760150,0.8310786064,0.8349125577,0.8323399423
P1,0.8570507334,0.8298813457,0.8409597961,0.8349047071,0.8374479171,0.8416808917
P2,0.8408649989,0.8282007048,0.8441445166,0.8324589238,0.8393108023,0.8426817089
M1,0.8570906529,0.8282824162,0.8461404734,0.8362540987,0.8363229368,0.8480708164
M2,0.8407741849,0.8299872924,0.8430832397,0.8334235936,0.8443946693,0.8371149895
