prey,predator,prey_payoff,predator_payoff
D,D,0.8676942690,1.0466439815
D,P2,0.8531357765,1.0601376704
D,P1,0.8545230639,1.0559639848
D,N,0.6916674536,1.1477964005
D,M1,0.8647125797,1.0504641795
N,N,0.8303659636,1.0576382000
D,M2,0.8380522112,1.0682602990
N,D,0.7096850195,1.1178658959
N,P1,0.7208330022,1.1125393642
N,P2,0.8117724526,1.0658174732
N,M1,0.7957516129,1.0742789530
N,M2,0.7367642945,1.1041493433
P1,D,0.8679924703,1.0421402641
P1,P1,0.8308012107,1.0652870182
P1,N,0.8183980037,1.0759059810
P1,P2,0.8175119198,1.0751402650
P1,M1,0.8627613044,1.0487372813
P1,M2,0.7926720840,1.0870467725
P2,D,0.8289476939,1.0583385007
P2,N,0.7991989047,1.0786456035
P2,P2,0.8480511663,1.0505558287
P2,M1,0.8025920715,1.0734158476
P2,P1,0.7547193344,1.0989037831
P2,M2,0.8196308257,1.0648948042
M1,D,0.8624503897,1.0423552916
M1,N,0.8042605495,1.0786182575
M1,P1,0.8134003299,1.0708918754
M1,P2,0.7989539715,1.0813244966
M1,M1,0.8401147653,1.0575351812
M2,D,0.8337602601,1.0584058458
M1,M2,0.6209972174,1.1773317235
M2,N,0.8133370637,1.0759211529
M2,P1,0.7981507256,1.0783569072
M2,P2,0.8730430252,1.0403585709
M2,M2,0.8387541669,1.0582929125
M2,M1,0.6732334567,1.1476597199
