prey,predator,prey_payoff,predator_payoff
D,D,0.8784486687,1.0401924181
D,P2,0.8853903563,1.0415089305
D,P1,0.8628492389,1.0507934052
D,N,0.6399122667,1.1752882078
D,M1,0.8737055597,1.0450618886
D,M2,0.8722445856,1.0485392691
N,N,0.8805472245,1.0310956839
N,D,0.8208453675,1.0592179651
N,P1,0.8424746502,1.0495377207
N,P2,0.8893716895,1.0257168098
N,M1,0.8735040137,1.0344341047
N,M2,0.8549693748,1.0427331109
P1,D,0.8906162878,1.0305314339
P1,P1,0.8856032550,1.0364584493
P1,N,0.8925486208,1.0364974550
P1,P2,0.8806843415,1.0412845984
P1,M1,0.9048420067,1.0273213352
P1,M2,0.8634537083,1.0492327362
P2,D,0.8695821984,1.0378869421
P2,N,0.8293731221,1.0624751944
P2,P2,0.8971360118,1.0244374025
P2,M1,0.8837348951,1.0320265594
P2,P1,0.8258653028,1.0613676453
P2,M2,0.8712776537,1.0364864203
M1,D,0.8851170188,1.0306630446
M1,N,0.8344600277,1.0625251581
M1,P1,0.8665044776,1.0420075151
M1,P2,0.8703822786,1.0426668048
M1,M1,0.8917613053,1.0302552244
M2,D,0.8748506975,1.0378259051
M1,M2,0.7332185171,1.1170122396
M2,N,0.8870419550,1.0365166992
M2,P1,0.8809214236,1.0363378270
M2,P2,0.9106966405,1.0212365478
M2,M2,0.8907441306,1.0307599694
M2,M1,0.7913459895,1.0866961691
