Prey / Predator,D,N,P1,P2,M1,M2
D,0.7368476912,0.7174805920,0.6899241609,0.7346199196,0.7058366824,0.7148827316
N,0.5804429927,0.7757595934,0.6926562252,0.7802409435,0.7658697076,0.7083139373
P1,0.6604853687,0.7439362442,0.7469167249,0.7541709884,0.7016822591,0.7440061995
P2,0.6802707702,0.7660574129,0.7385464128,0.7657722509,0.7709690044,0.6862294109
M1,0.6574263974,0.7704360693,0.6781676318,0.7537486747,0.7561391556,0.6695479710
M2,0.6832934486,0.7397624072,0.7619235914,0.7138252642,0.6564395863,0.7565213717
