Prey / Predator,D,N,P1,P2,M1,M2
D,1.1119165795,1.1266151510,1.1387559159,1.1173992439,1.1306379001,1.1276357539
N,1.1767795668,1.0819626114,1.1216465887,1.0789738192,1.0863985834,1.1134972662
P1,1.1469095657,1.1098623135,1.1043014705,1.1029429420,1.1303986296,1.1068469389
P2,1.1302816475,1.0905477734,1.1014648046,1.0899051430,1.0863302545,1.1294920952
M1,1.1465179336,1.0907683971,1.1358519161,1.0997385971,1.0973178992,1.1414182768
M2,1.1307826406,1.1096248603,1.0934452704,1.1218209213,1.1526985477,1.0969157633
