Prey / Predator,D,N,P1,P2,M1,M2
D,1.1131547863,1.1301191146,1.1432047435,1.1349457039,1.1533587223,1.1220379554
N,1.0651459631,1.1161695601,1.0706972481,1.1012900057,1.0908835882,1.0800533298
P1,1.0757237953,1.1465616421,1.1253082168,1.0948616633,1.1396865578,1.0661665404
P2,1.0839128368,1.1169687893,1.1026694985,1.1183892284,1.1094302122,1.1018594213
M1,1.0630926012,1.1308999223,1.1062950563,1.0657477525,1.1222458777,1.0373200033
M2,1.0972919338,1.1326238050,1.1138020010,1.1362107208,1.1147438867,1.1213888310
