prey,predator,prey_payoff,predator_payoff
D,D,1.1138710036,0.8477355097
N,N,1.1113185469,0.8282039256
P1,P1,1.1209891847,0.8400665852
N,M2,1.0785597817,0.8369906715
N,P1,1.0687561625,0.8408586318
D,M2,1.1234767242,0.8485247849
P1,N,1.1434198408,0.8351605646
D,P1,1.1347096324,0.8409727723
D,P2,1.1366196152,0.8433373144
P1,D,1.0789514100,0.8530304448
N,P2,1.0953522034,0.8324161628
D,M1,1.1449079848,0.8368038656
N,M1,1.0842184226,0.8367009134
D,N,1.1456184162,0.8413123506
N,D,1.0608874884,0.8409829507
P1,P2,1.1145143031,0.8447079826
P1,M2,1.0914822372,0.8526256173
P1,M1,1.1333390169,0.8361112590
P2,P2,1.1144252330,0.8319616490
P2,D,1.0823734925,0.8402436647
M1,M1,1.1181802592,0.8358055352
P2,N,1.1163827289,0.8329225690
M1,P2,1.0906047542,0.8479231404
P2,M1,1.0997214885,0.8359574118
M1,N,1.1304235193,0.8327182952
M1,P1,1.1021752772,0.8408299505
P2,M2,1.0977229762,0.8372661831
M1,D,1.0661524551,0.8529816485
M2,N,1.1295177683,0.8353126180
M2,D,1.0957589214,0.8402080470
P2,P1,1.0943676020,0.8375278095
M1,M2,1.0686135238,0.8548726588
M2,M2,1.1171807900,0.8362568393
M2,P2,1.1300535640,0.8321187145
M2,P1,1.1039144516,0.8397961633
M2,M1,1.0998178792,0.8412295203
