Prey / Predator,D,N,P1,P2,M1,M2
D,1.1039405002,1.1063078813,1.1431074252,1.1235395746,1.1536742815,1.1110841744
N,1.0839387209,1.1439086960,1.0856614938,1.1143603297,1.1049623320,1.0947231117
P1,1.0650532369,1.1650452579,1.1285024603,0.9936902855,1.1433423992,0.9571735659
P2,1.0863796478,1.1316787167,1.1307310500,1.1215491451,1.1358701460,1.1066294901
M1,1.0522082542,1.1460445698,1.1108723245,0.9571030083,1.1254809304,0.9147704710
M2,1.0996594408,1.1507544146,1.1408846618,1.1396359338,1.1444379615,1.1245311189
