prey,predator,prey_payoff,predator_payoff
D,D,0.8796513863,1.0393653075
D,P1,0.8530296684,1.0564186431
D,P2,0.8439488860,1.0648274085
D,N,0.7522115076,1.1160835393
D,M1,0.8631416967,1.0509603453
N,N,0.8606856495,1.0426950732
D,M2,0.8283217101,1.0732960837
N,D,0.8233738831,1.0576593505
N,P1,0.8011233028,1.0709506346
N,P2,0.8571343713,1.0429378054
N,M1,0.8392409729,1.0526458325
N,M2,0.8143768674,1.0638793593
P1,D,0.8703612757,1.0415309373
P1,P1,0.8417285576,1.0599726158
P1,N,0.8675859614,1.0504452062
P1,P2,0.8017279465,1.0820120787
P1,M2,0.7413685160,1.1134545197
P1,M1,0.8776396668,1.0416124569
P2,D,0.8544046449,1.0458259694
P2,N,0.8222859521,1.0670312012
P2,P2,0.8598633806,1.0446068480
P2,M1,0.8422164057,1.0538337513
P2,P1,0.8432143559,1.0517254988
P2,M2,0.8307261090,1.0591086175
M1,D,0.8648826490,1.0417444599
M1,N,0.8274000996,1.0670358656
M1,P1,0.8227560002,1.0661535397
M1,P2,0.7507445841,1.1060851366
M1,M1,0.8510787950,1.0521256992
M2,D,0.8596681239,1.0457234048
M1,M2,0.6168886259,1.1778433202
M2,N,0.8621511490,1.0505083567
M2,P1,0.8389801920,1.0582309208
M2,P2,0.8875018741,1.0334019780
M2,M2,0.8505291805,1.0524407205
M2,M1,0.7812967857,1.0910090480
