Prey / Predator,D,N,P1,P2,M1,M2
D,1.0967466667,1.2059683340,1.1353287978,1.0732551018,1.1301194052,1.0820766351
N,1.0428349058,1.0680124030,1.0769826435,1.0451361767,1.0507418603,1.0719442355
P1,1.1248632905,1.0602920713,1.0920454090,1.1238673896,1.1019098009,1.1629214246
P2,1.0130770038,1.0885769303,1.0488034357,1.0779624607,1.0359620628,1.1107820986
M1,1.1248868154,1.0877691404,1.1154970882,1.1572641180,1.0852466507,1.2145292982
M2,1.0130715488,1.0606076847,1.0396899878,1.0960832857,1.0370867052,1.0847313889
