prey,predator,prey_payoff,predator_payoff
D,D,1.0865945915,0.8564959964
N,N,1.1378023891,0.8179208541
P1,P1,1.1211802220,0.8397891054
N,M2,1.0883311304,0.8343710528
D,M2,1.0889130094,0.8626585314
D,P2,1.1038625703,0.8564150186
N,P1,1.0786124859,0.8383578624
P1,N,1.1609062008,0.8294326484
P1,D,1.0115190716,0.8743831265
D,P1,1.1341330456,0.8403261103
N,M1,1.0966067298,0.8334240856
D,M1,1.1408788162,0.8376676155
N,P2,1.1066076272,0.8293400827
D,N,1.0874856193,0.8676803887
N,D,1.0489343672,0.8451552628
P1,P2,0.9252489391,0.9178522678
P1,M2,0.8899743138,0.9300357853
P1,M1,1.1355581242,0.8353975108
P2,P2,1.1143525293,0.8317520064
P2,D,1.0826129975,0.8406220713
M1,M1,1.1183185239,0.8355077700
M1,D,0.9994757033,0.8743768942
M1,N,1.1331199872,0.8328620505
P2,N,1.1191919586,0.8330345849
P2,M2,1.0982922147,0.8366209941
M1,P1,1.1025761301,0.8402466915
P2,M1,1.1321804709,0.8244191739
M1,P2,0.8906713098,0.9259793514
P2,P1,1.1256750608,0.8262083455
M2,D,1.0958703576,0.8406214830
M2,N,1.1465584315,0.8297243452
M1,M2,0.8576523737,0.9368576500
M2,M2,1.1171669795,0.8360623648
M2,P2,1.1317656367,0.8315766838
M2,P1,1.1374171085,0.8280443782
M2,M1,1.1412784845,0.8272215335
