prey,predator,prey_payoff,predator_payoff
D,D,0.7703802785,1.0966558849
N,N,0.8276132127,1.0579633834
P1,P1,0.7655480183,1.0959045207
D,M2,0.7439482995,1.1129886704
N,M2,0.7509319475,1.0912816525
D,P1,0.7502470515,1.1072407580
N,P1,0.7369786813,1.0985233417
P1,N,0.8538873534,1.0556094288
D,M1,0.7642058433,1.1001224317
D,P2,0.7594020883,1.1051445127
N,M1,0.7711716791,1.0840096650
P1,D,0.6894175645,1.1331891603
N,P2,0.7856743857,1.0765038171
N,D,0.6941817540,1.1168103671
D,N,0.6411532772,1.1699104039
P1,P2,0.7132103841,1.1223269058
P1,M2,0.6537968775,1.1501314610
P1,M1,0.7831548628,1.0882441273
P2,P2,0.7844227216,1.0812254346
P2,D,0.7485171467,1.0965484672
M1,M1,0.7747361678,1.0888169254
P2,N,0.7848013311,1.0846550431
P2,M2,0.7505466054,1.0968327852
M1,N,0.7886651063,1.0852183628
P2,M1,0.7879191728,1.0787167243
M1,D,0.6853429717,1.1332485853
M1,P2,0.6644876559,1.1429243842
M1,P1,0.7411679156,1.1041870236
M2,D,0.7528839146,1.0965730974
M2,N,0.8486872401,1.0555866930
P2,P1,0.7231973254,1.1103965229
M1,M2,0.5053360024,1.2165528667
M2,M2,0.7751988406,1.0883425243
M2,P2,0.7930995835,1.0805106352
M2,P1,0.7803482894,1.0851192609
M2,M1,0.7821986576,1.0856672094
