Prey / Predator,D,N,P1,P2,M1,M2
D,1.0973249217,0.9891472599,1.0813261391,1.0909699028,1.0741902019,1.0987177483
N,1.1114424008,0.9934588946,1.0917983502,1.0682545226,1.0758049544,1.0844881392
P1,1.1233672508,0.9921621377,1.0925698074,1.0876559084,1.0803594712,1.1046470717
P2,1.0926038527,0.9886290984,1.0769137733,1.0775879572,1.0687702933,1.0888503345
M1,1.1232707702,0.9886147941,1.0962567134,1.0972214124,1.0851580199,1.1120882633
M2,1.0926898287,0.9921657592,1.0759982150,1.0726248616,1.0672690730,1.0850307466
