Prey / Predator,D,N,P1,P2,M1,M2
D,1.1167991065,1.0921902926,1.0736791548,1.1149734353,1.0842313192,1.0990411284
N,1.0630584418,1.1072093672,1.0798114834,1.0960118129,1.0858685283,1.0888515229
P1,1.0759492806,1.1486563653,1.1167310183,1.1408134918,1.1271671086,1.1217581182
P2,1.0803426139,1.1179514890,1.0640641878,1.1113954477,1.0835797098,1.0729183588
M1,1.0629967506,1.1319650230,1.0777821845,1.1222522656,1.1152442992,1.0790937616
M2,1.0938606806,1.1348580096,1.0874565544,1.1239511537,1.0826560420,1.1128515640
