prey,predator,prey_payoff,predator_payoff
D,D,1.1123642757,0.8481308212
N,N,1.1046959509,0.8299256020
P1,P1,1.1116688595,0.8432040733
N,M2,1.0817800111,0.8354677234
D,M2,1.1253827460,0.8468760179
D,P1,1.1175652892,0.8472222653
P1,D,1.0880436392,0.8502240464
N,P1,1.0724277138,0.8391675768
D,M1,1.1281963352,0.8430260318
N,M1,1.0729094151,0.8407484686
P1,N,1.1411045607,0.8348688936
D,P2,1.1387592627,0.8416843830
N,P2,1.0846334055,0.8363142567
D,N,1.1519566875,0.8373527436
N,D,1.0535651493,0.8442123630
P1,P2,1.1240700437,0.8403882768
P1,M2,1.1134540967,0.8434317247
P2,P2,1.1058368673,0.8349961243
P1,M1,1.1134453250,0.8431088259
M1,M1,1.1091862331,0.8389119941
P2,D,1.0815861565,0.8407218361
M1,N,1.1314848706,0.8313066402
M1,D,1.0749305565,0.8502373738
P2,N,1.1173864962,0.8315268723
P2,M2,1.0928323673,0.8387340685
M1,P2,1.1123585824,0.8386729692
P2,M1,1.0870031086,0.8406480202
M1,P1,1.0973877326,0.8422097226
M2,D,1.0949240491,0.8407106451
P2,P1,1.0873342352,0.8398698719
M2,N,1.1272454023,0.8350011999
M1,M2,1.0923258112,0.8448557509
M2,M2,1.1082722960,0.8393243812
M2,P1,1.0909061790,0.8444223215
M2,P2,1.1110631949,0.8389609884
M2,M1,1.0736357413,0.8506646159
