Prey / Predator,D,N,P1,P2,M1,M2
D,1.1123642757,1.1519566875,1.1175652892,1.1387592627,1.1281963352,1.1253827460
N,1.0535651493,1.1046959509,1.0724277138,1.0846334055,1.0729094151,1.0817800111
P1,1.0880436392,1.1411045607,1.1116688595,1.1240700437,1.1134453250,1.1134540967
P2,1.0815861565,1.1173864962,1.0873342352,1.1058368673,1.0870031086,1.0928323673
M1,1.0749305565,1.1314848706,1.0973877326,1.1123585824,1.1091862331,1.0923258112
M2,1.0949240491,1.1272454023,1.0909061790,1.1110631949,1.0736357413,1.1082722960
