prey,predator,prey_payoff,predator_payoff
D,D,0.8790061574,1.0402525660
D,P1,0.8628401251,1.0508290824
D,P2,0.8954418823,1.0362873212
D,N,0.7230113633,1.1318606437
D,M1,0.8729608762,1.0455725395
D,M2,0.8828739304,1.0429802131
N,N,0.8962357831,1.0225674968
N,D,0.7233117349,1.1135001969
N,P1,0.8507106681,1.0450462481
N,P2,0.8917201622,1.0245076336
N,M1,0.8743673637,1.0341225620
N,M2,0.8620130263,1.0388996678
P1,D,0.8864833500,1.0327381197
P1,P1,0.8949211291,1.0311075221
P1,N,0.9184276293,1.0223800905
P1,P2,0.9109065498,1.0246474417
P1,M1,0.9131351297,1.0223755903
P1,M2,0.8829549838,1.0389816727
P2,D,0.8676055024,1.0389562784
P2,N,0.8775141464,1.0362654077
P2,P2,0.9050750996,1.0198076842
P2,M1,0.8969947876,1.0243944132
P2,P1,0.8293582197,1.0597661068
P2,M2,0.8753777189,1.0341093491
M1,D,0.8809971510,1.0328702058
M1,N,0.8828023240,1.0363591081
M1,P1,0.8716605354,1.0390302820
M1,P2,0.8903421234,1.0320870892
M1,M1,0.9001682133,1.0253906895
M2,D,0.8728386596,1.0389144275
M1,M2,0.7942375484,1.0837092310
M2,N,0.9128020544,1.0223928862
M2,P1,0.8883237444,1.0321612027
M2,P2,0.9186561318,1.0164422947
M2,M2,0.8997324725,1.0255634431
M2,M1,0.7665296862,1.1001924735
