prey,predator,prey_payoff,predator_payoff
D,D,0.8775111860,1.0396842120
D,P2,0.8451832076,1.0632211175
D,P1,0.8374456538,1.0639821536
D,N,0.6419433642,1.1737348881
D,M1,0.8473978508,1.0586991760
N,N,0.8717775655,1.0362950076
D,M2,0.8296875890,1.0716037775
N,D,0.8846778465,1.0208946446
N,P1,0.8377210875,1.0516601377
N,P2,0.8748047573,1.0336291450
N,M1,0.8607509968,1.0412185584
N,M2,0.8501460312,1.0449441372
P1,D,0.8581836059,1.0477585641
P1,P1,0.8575041057,1.0518497771
P1,N,0.8739114872,1.0468366299
P1,P2,0.7629203106,1.1022848481
P1,M1,0.8804565408,1.0405187500
P1,M2,0.7138411042,1.1277316656
P2,D,0.8519527394,1.0471156256
P2,N,0.7872186453,1.0855803116
P2,P2,0.8748452849,1.0367408130
P2,M1,0.8782070704,1.0351950814
P2,P1,0.8484585393,1.0490208059
P2,M2,0.8437530585,1.0516389862
M1,D,0.8531091873,1.0478143295
M1,N,0.7920349443,1.0856370360
M1,P1,0.8367243542,1.0582977469
M1,P2,0.7219701939,1.1211466987
M1,M1,0.8668205706,1.0439492061
M2,D,0.8570416679,1.0470943230
M1,M2,0.6209999491,1.1747745526
M2,N,0.8684972176,1.0468675607
M2,P1,0.8729553491,1.0408490650
M2,P2,0.8889387725,1.0330437933
M2,M2,0.8654934634,1.0446555194
M2,M1,0.8579407054,1.0501791297
