prey,predator,prey_payoff,predator_payoff
D,D,1.1082812442,0.8496409594
N,N,1.1542858160,0.8116292965
P1,P1,1.1306396521,0.8373508273
D,M2,1.1192266459,0.8509799720
N,M2,1.1032813195,0.8293550984
D,P1,1.1430169756,0.8386057157
P1,N,1.1838482660,0.8216616200
D,M1,1.1524628197,0.8345846226
P1,D,1.0725864735,0.8552789698
N,P1,1.0941091592,0.8332209913
N,P2,1.1204776829,0.8243605528
N,M1,1.1110706149,0.8282890063
D,P2,1.1301808671,0.8465934293
D,N,1.1402876223,0.8504268258
N,D,1.0869653796,0.8307772842
P1,P2,0.9908841411,0.8937038044
P1,M2,0.9542210109,0.9069560798
P1,M1,1.1458055976,0.8324222521
P2,D,1.0957219781,0.8369102814
P2,P2,1.1235440535,0.8291844191
M1,M1,1.1276521966,0.8329985355
M1,P1,1.1127743517,0.8377477115
P2,N,1.1487452967,0.8232208983
P2,M2,1.1084596644,0.8340217100
M1,D,1.0595720048,0.8553626305
P2,M1,1.1466214728,0.8194713665
M1,N,1.1630071167,0.8230847553
M1,P2,0.9537883721,0.9027896554
M2,D,1.1091393163,0.8369081418
M2,N,1.1696800289,0.8217169166
P2,P1,1.1433842955,0.8200298903
M1,M2,0.9083927914,0.9194504182
M2,M2,1.1265023218,0.8335519440
M2,P1,1.1517398399,0.8232743558
M2,P2,1.1418591031,0.8285401201
M2,M1,1.1540202167,0.8230903949
