Prey / Predator,D,N,P1,P2,M1,M2
D,0.8955256541,0.8952079693,0.9227830033,0.8898659003,0.9057560717,0.9049083978
N,0.8772665052,0.9739239510,0.9444374616,0.9394645898,0.9492930489,0.9295278402
P1,0.9067573333,0.9454921673,0.9334307826,0.9134720250,0.9272795458,0.9175521301
P2,0.8913525260,0.9509152256,0.9171536382,0.9329361367,0.9162356764,0.9316668725
M1,0.9192695948,0.9332585133,0.9282567971,0.9146743520,0.9287512342,0.9031852752
M2,0.8795600223,0.9585928609,0.9260994669,0.9315305351,0.9242735939,0.9371071171
