Prey / Predator,D,N,P1,P2,M1,M2
D,1.0439973695,1.1492976534,1.0578145165,1.0488558286,1.0505255889,1.0544057347
N,1.0494346963,1.0236218690,1.0325927474,1.0241054092,1.0301661570,1.0287667788
P1,1.0277368749,1.0087421829,1.0141567648,1.0282487679,1.0148382402,1.0280353370
P2,1.0407462116,1.0205138352,1.0562198798,1.0025545806,1.0149621486,1.0197810105
M1,1.0277384617,1.0205825773,1.0240637906,1.0218548325,1.0076561964,1.0240093700
M2,1.0407253987,1.0088052843,1.0229067430,1.0093576567,1.0167609748,1.0091526074
